class,id_text
s,"""532059360575234049"""
o,"""532154607657811968"""
na,"""531920127554363392"""
s,"""531848042530766849"""
s,"""531937847486316544"""
s,"""534405182277550081"""
s,"""531931669293314048"""
s,"""534482161576202241"""
na,"""532219113238970369"""
o,"""532379135310843906"""
o,"""532236698353025024"""
s,"""531870428814655488"""
o,"""532018439620415488"""
s,"""533287864256430081"""
s,"""532073039421526016"""
o,"""532174710566424577"""
o,"""532615528322703360"""
o,"""532369456870469633"""
s,"""533700497622855680"""
o,"""531991833534947328"""
s,"""532807192177430528"""
s,"""531941281388195840"""
na,"""532241120315469826"""
o,"""532417388122099712"""
s,"""532309700574851073"""
s,"""532632533717254146"""
o,"""531988559213772801"""
na,"""532259367589265409"""
s,"""531840311413452800"""
o,"""534345350489079809"""
s,"""532493331490942976"""
s,"""532313139388227584"""
s,"""532066892890898435"""
s,"""532890045540073472"""
s,"""531855776764428290"""
o,"""533837235196407808"""
o,"""531841435507515392"""
o,"""531826815065542657"""
s,"""531992697989775360"""
s,"""531870854322618368"""
o,"""531854352110350336"""
s,"""531985975174782976"""
o,"""532713308810641409"""
o,"""532966692591505408"""
s,"""533127991904440320"""
s,"""534446512072179712"""
s,"""532365161496326145"""
s,"""531938937585954816"""
s,"""531849567923208193"""
s,"""531960916246417408"""
o,"""532028169138995200"""
s,"""531992680620777474"""
o,"""532024990640922624"""
s,"""531987637423579136"""
s,"""531846564528914432"""
s,"""534033614175215616"""
s,"""533697803890200577"""
s,"""532008029407809538"""
s,"""533313511481671681"""
s,"""531856552165396480"""
s,"""533400534112546816"""
s,"""534142769258717184"""
s,"""531878165770436609"""
s,"""531908340461215744"""
na,"""530267817551990784"""
o,"""531949770223255552"""
o,"""533060979660435456"""
o,"""533281790392553473"""
s,"""531955208679477249"""
o,"""533285907869487104"""
s,"""534340174504017920"""
o,"""531919746338680832"""
o,"""532691131235307520"""
s,"""532324824928907267"""
o,"""533336501925326848"""
s,"""531967928699486209"""
s,"""532037861474725889"""
s,"""531987969092366338"""
s,"""531886928451215360"""
o,"""532002929293922304"""
o,"""531913974267133952"""
na,"""531996946802569216"""
s,"""532876465927225345"""
s,"""531834195966840832"""
s,"""531942771322802176"""
o,"""532297340170678272"""
s,"""529675372900937728"""
s,"""531920171032514560"""
s,"""534441200732762112"""
o,"""531949027139792899"""
o,"""531911669161545728"""
o,"""533465445161246720"""
o,"""531950962890768384"""
s,"""531886418516508672"""
s,"""532251003341778944"""
s,"""534356419315654656"""
s,"""531957213477085184"""
s,"""531966015974805505"""
s,"""531936885635940352"""
o,"""532012576000188416"""
o,"""532236445226774528"""
s,"""534465892604989441"""
o,"""533361517932990465"""
o,"""532159156531494912"""
s,"""532196314973765632"""
o,"""532666892667076608"""
o,"""534111778121465856"""
o,"""533326705872896000"""
s,"""529809278392336385"""
o,"""532733768017399808"""
s,"""533370652141813760"""
s,"""532363955508101120"""
s,"""532606723198943232"""
o,"""532935412726370304"""
o,"""531856799977062400"""
s,"""532082745267077121"""
o,"""531828928634028033"""
s,"""531828367826243584"""
s,"""532349018803044353"""
s,"""531865069311631360"""
s,"""532921635570212864"""
s,"""531864794845167616"""
o,"""533654961511350272"""
na,"""534398743224012800"""
s,"""531821500303941632"""
s,"""531999716721295360"""
o,"""532669179917529088"""
s,"""531827582510313472"""
s,"""532304857097461760"""
s,"""531901124509704192"""
o,"""533310994769260545"""
o,"""532015452403146753"""
s,"""532188876895297536"""
s,"""531845697294073857"""
s,"""531876521342795776"""
s,"""531870988204802049"""
s,"""534379769010597888"""
s,"""529261319384748032"""
s,"""531856700039766018"""
na,"""532287334302384128"""
s,"""532978040415219712"""
o,"""531945479295479808"""
s,"""532384569052647424"""
na,"""532242398126948352"""
s,"""534000917402488834"""
na,"""532042545182699520"""
s,"""531953939919290368"""
s,"""534348328817799170"""
s,"""534271006802604032"""
s,"""531937172296060929"""
s,"""531975940189224960"""
s,"""532025435128094720"""
s,"""530551153285939200"""
s,"""531973259143938048"""
s,"""531851848211107840"""
o,"""533579509081976833"""
s,"""531968658419900416"""
o,"""532557903715377152"""
o,"""531906780155375617"""
na,"""532331493411258368"""
s,"""531914067091664896"""
s,"""533307463554973696"""
s,"""531859289011261440"""
s,"""533434451477274625"""
o,"""531971898683301888"""
s,"""532053873100201984"""
o,"""534431546162151424"""
o,"""532582478163484672"""
s,"""531847932861886464"""
s,"""533112542194057216"""
o,"""533382690486374401"""
s,"""533077741617553408"""
o,"""532728856797401089"""
s,"""531918002346680320"""
o,"""532593954571960320"""
s,"""532695785553821696"""
o,"""532082520989659136"""
s,"""531851925428256768"""
s,"""530862592722731009"""
s,"""531957560497426432"""
s,"""534045093939122176"""
s,"""531848838382776320"""
o,"""533415047536861184"""
s,"""529801285487165441"""
s,"""532562827542679552"""
s,"""532025508934848514"""
o,"""532204972885422080"""
s,"""531841569096482816"""
s,"""532727632060612610"""
o,"""532240866262257664"""
o,"""532343045937954816"""
s,"""533348025377509376"""
s,"""531971606676258816"""
s,"""532555564555833344"""
na,"""532247085031366656"""
s,"""531992761092689922"""
s,"""531985621838221312"""
s,"""531994326968979456"""
o,"""534380675097321472"""
s,"""532275561771831296"""
o,"""533077562365202433"""
s,"""531866076548964352"""
o,"""532205138623344641"""
s,"""531948575799123968"""
o,"""533042058097729536"""
s,"""532013489444102144"""
o,"""533241758088302592"""
o,"""532233704308228097"""
s,"""532648296507260928"""
o,"""532572920544264192"""
o,"""532120983105437697"""
na,"""532527823299563520"""
s,"""531882196945358848"""
o,"""532191166675292160"""
s,"""532579713676746754"""
na,"""532945541970132993"""
s,"""529810130167025664"""
s,"""532011210758451200"""
s,"""532028478015954944"""
o,"""531929612344098817"""
na,"""532601291919597568"""
o,"""532233454738763777"""
s,"""532154261099274240"""
s,"""532932645831733249"""
s,"""531961135336259584"""
s,"""531852257051291648"""
s,"""531881946695991296"""
s,"""531986180209143808"""
s,"""534049914632675328"""
s,"""533864639977644035"""
o,"""532621194210869249"""
s,"""531589891553886208"""
o,"""533328638725619712"""
s,"""532110806360801280"""
o,"""534141562427817984"""
o,"""532032890008535040"""
na,"""533276018237505537"""
s,"""532635573740376064"""
s,"""530368026516787202"""
s,"""534042249407889410"""
s,"""532062634280235008"""
na,"""532977156750467073"""
o,"""532916324364980224"""
o,"""533262730493313024"""
s,"""533730094041542657"""
s,"""531837919804157953"""
s,"""529756818747052032"""
o,"""532168508722118660"""
s,"""532335947699216384"""
s,"""532788442556403712"""
na,"""532617589890224128"""
s,"""531841166514192384"""
s,"""532142513759723520"""
o,"""532243914640879617"""
o,"""534410183057743872"""
s,"""531978281160278016"""
o,"""532956115378896896"""
o,"""533274898526121984"""
s,"""532190329194045440"""
o,"""532007780102995968"""
s,"""531930662459027456"""
s,"""532284888670412801"""
s,"""532008015164342272"""
s,"""532165127835881473"""
s,"""530186310720319491"""
o,"""532549407757987840"""
s,"""531953520921313281"""
s,"""531928602204725248"""
o,"""532807624124026880"""
s,"""533283868846350337"""
o,"""532612295075966976"""
na,"""532563169110016000"""
o,"""532177046542516224"""
o,"""534433327391211521"""
s,"""531929209258934272"""
s,"""532150435617193984"""
s,"""531916349358886914"""
o,"""531895789451493376"""
s,"""533376591074963456"""
o,"""532816913207132161"""
o,"""532027128267952128"""
o,"""532027667785478144"""
s,"""530049770350739457"""
s,"""532228444755865600"""
s,"""532965512418844673"""
o,"""531846194923048960"""
s,"""532301189719670784"""
s,"""533600373358206976"""
s,"""533683160098144257"""
o,"""532732534539309056"""
o,"""532694988044652545"""
o,"""534449631078256640"""
s,"""531833005594382336"""
s,"""532557966076289024"""
na,"""532512451699671040"""
s,"""532524395743698944"""
s,"""532277292618481664"""
na,"""531894970064830464"""
o,"""531899268865732608"""
o,"""532431360204365824"""
o,"""533129003712802817"""
o,"""531961325321469954"""
s,"""530447642263060483"""
o,"""534221828034953217"""
o,"""532748962474622976"""
s,"""532037931829964800"""
s,"""531970502039191553"""
na,"""532216727678238720"""
o,"""533264302137180160"""
s,"""532862673965576192"""
o,"""532690155300474880"""
s,"""532171480528723968"""
s,"""531852062506909696"""
s,"""531835318660382720"""
o,"""532243650483204097"""
s,"""532541434050928640"""
o,"""531866940483305472"""
o,"""532939906759548928"""
o,"""534373543837192192"""
s,"""534489851731533825"""
o,"""532225753476112384"""
o,"""532669222246436864"""
s,"""531978637260914689"""
o,"""531925103122993152"""
o,"""532210367687311361"""
o,"""532327345751740417"""
s,"""534152418028961792"""
s,"""533915293060726784"""
s,"""531869207089410048"""
o,"""532178581812940800"""
s,"""533263869532454912"""
o,"""532662149303513089"""
s,"""532704037536137216"""
s,"""533696721633542145"""
s,"""531892187588349952"""
o,"""533111208753500160"""
o,"""533862297966350336"""
s,"""532677935023808512"""
s,"""533152660040720384"""
o,"""534371971698786304"""
s,"""532882752665038848"""
s,"""532667100104761345"""
s,"""531876356125376512"""
s,"""530064660393762817"""
s,"""534062098196602880"""
s,"""532495017072263168"""
o,"""532060161146236928"""
s,"""532016055414448130"""
o,"""533727198763810816"""
s,"""531974404985880576"""
o,"""532935681400909825"""
o,"""532893892619030528"""
s,"""531826733457346560"""
s,"""533661619654758400"""
s,"""531864205205323776"""
o,"""532989262786883584"""
o,"""533806615645151232"""
s,"""533629581115133952"""
s,"""531947630533017600"""
s,"""534180845574443008"""
s,"""532290355543425024"""
s,"""532070952709136384"""
na,"""531922150811123713"""
o,"""532026263301795840"""
o,"""531854269561856000"""
o,"""533357568568340481"""
s,"""532943288974974976"""
o,"""532329922056818689"""
s,"""531957494655254529"""
s,"""533307059152748544"""
s,"""531928121901985792"""
s,"""531925335819182082"""
na,"""531924587248766977"""
s,"""531976817285283840"""
o,"""532620939050360833"""
s,"""532181327161098240"""
o,"""532276963407589376"""
s,"""531859767749509121"""
o,"""533356854521647104"""
s,"""531987924716650497"""
s,"""533088433149722624"""
s,"""532259526360444929"""
o,"""532661849154547712"""
o,"""531843817331511297"""
s,"""531885924096163840"""
o,"""533142720299425792"""
s,"""534425895499751426"""
s,"""531984728954773504"""
s,"""532629199484239874"""
s,"""532654628127899648"""
o,"""532188173414445056"""
o,"""531846698910621696"""
s,"""533327064200257536"""
s,"""532231590827401216"""
s,"""532908429048680449"""
o,"""531991226174955521"""
o,"""532548785558130688"""
o,"""532308627327954944"""
s,"""532289869830455296"""
s,"""531830866813538305"""
o,"""531996391879770112"""
s,"""532292585197699072"""
s,"""531884391631712256"""
o,"""533035948783980546"""
s,"""532132770387333120"""
s,"""533685558686400513"""
o,"""532213004817793025"""
s,"""534099460171649024"""
na,"""531989046768463872"""
o,"""532998612750696448"""
na,"""533736211266154496"""
s,"""531966286021292034"""
o,"""534403834664468480"""
s,"""530973782614499328"""
na,"""532813984496631808"""
na,"""532691860083322881"""
o,"""531872582421577729"""
s,"""533631199076687872"""
s,"""532030239518752768"""
o,"""531947480896634880"""
o,"""533977201876541441"""
na,"""533400750726975489"""
s,"""532549112084713475"""
o,"""533137251237388288"""
s,"""532181893056167936"""
s,"""531860142141091840"""
s,"""531960954251399169"""
s,"""531881408978239489"""
s,"""532925517876723712"""
o,"""532632596677545985"""
o,"""532886683197652992"""
o,"""531983425386082304"""
o,"""534093152567975936"""
s,"""533826221071945728"""
s,"""531902936746852353"""
o,"""531993674725326848"""
na,"""531953891634475008"""
s,"""531823676157878272"""
o,"""533028233760223232"""
na,"""532942596881285120"""
s,"""532614414017765376"""
na,"""532408937069703169"""
o,"""532241131166113792"""
s,"""531953676274126848"""
s,"""534026632948748288"""
na,"""533206689114501120"""
o,"""532243340754837504"""
o,"""534430034438529024"""
s,"""531889946718507009"""
s,"""533934923405885441"""
o,"""533238120162922496"""
s,"""531825809711824896"""
o,"""531985692554190849"""
s,"""534102744328450048"""
o,"""532077641583448064"""
o,"""533978031724179456"""
s,"""532546149387739136"""
o,"""531972843589091328"""
o,"""532302303274237952"""
s,"""531875578434318336"""
o,"""532358391663165441"""
s,"""534369839155269632"""
s,"""533039863827009537"""
s,"""532245494203166721"""
o,"""532685574323204096"""
s,"""533256617605611520"""
o,"""532190474019557376"""
s,"""533426633856667648"""
s,"""534483838526062594"""
o,"""531946264036769794"""
o,"""534463046165749760"""
o,"""532988606068293632"""
s,"""532242468381921280"""
o,"""531946945544462336"""
na,"""532601153943769089"""
na,"""532404480281964545"""
s,"""531847010526457856"""
o,"""532192191767388160"""
s,"""532217969494196224"""
s,"""533372838011363328"""
s,"""530309741193732096"""
o,"""533113081602113536"""
na,"""532111387703521280"""
s,"""532248976142381056"""
s,"""532385743004778497"""
o,"""532384176474169344"""
s,"""532978002221494272"""
s,"""530051847118405632"""
s,"""531821490053087232"""
na,"""532666837537157120"""
s,"""534335808917229568"""
s,"""531917798352494592"""
o,"""534187748739936256"""
o,"""532944749259669504"""
o,"""531943946935865344"""
o,"""533064327729659904"""
o,"""533438822995210241"""
s,"""534209860678610944"""
s,"""531832909829636097"""
o,"""534044186312331264"""
na,"""532111387237953536"""
s,"""531878040419459072"""
o,"""532170097004404736"""
o,"""531901677339947008"""
s,"""533647054791516160"""
s,"""532048844767641600"""
o,"""532172685904969728"""
s,"""531982502857281536"""
o,"""532008178897395712"""
s,"""532237724544413696"""
o,"""534469483071815680"""
s,"""531956761562214400"""
o,"""534422277841223680"""
s,"""531868705559707648"""
s,"""532524087235465217"""
o,"""534310924371640320"""
o,"""532012262698287104"""
s,"""531927106239098880"""
o,"""532992657568841728"""
s,"""532582637182124033"""
o,"""532667824591097856"""
o,"""531853216875806720"""
s,"""533685733010444288"""
s,"""532109069914755074"""
s,"""531826599969427456"""
s,"""530058099517042690"""
o,"""533262781232193536"""
o,"""533673899238907904"""
s,"""531920531113914368"""
s,"""532928982614691840"""
s,"""529733001316298752"""
s,"""532666578572021760"""
o,"""532731975074062336"""
o,"""532563122683650048"""
o,"""532222174023536640"""
s,"""530457923240337408"""
o,"""531889218331897857"""
s,"""531860308684701696"""
s,"""532642007014178816"""
s,"""532030118831861760"""
o,"""531850820963164160"""
s,"""531823018348384257"""
s,"""533227785100468224"""
s,"""531920814963032064"""
s,"""531863796269469697"""
o,"""532193184294522881"""
o,"""534065350351273984"""
s,"""531851436888719360"""
o,"""532322390810701825"""
o,"""532685024186093568"""
s,"""531896318369603584"""
s,"""531860569855258625"""
s,"""531898489056550912"""
o,"""531935578263392256"""
o,"""532230052331917312"""
s,"""532714800246046720"""
o,"""534306559036502017"""
s,"""532775091671560192"""
o,"""532252277323464705"""
s,"""532020347701186560"""
s,"""529988830124728320"""
o,"""531959550656524289"""
s,"""532823046969892864"""
s,"""533681097872121856"""
o,"""532697665424080896"""
s,"""534019357467475968"""
s,"""532715552360259584"""
o,"""531856556993032194"""
o,"""532213380988157952"""
o,"""532282584878030851"""
o,"""532907677970464768"""
s,"""531913167493169153"""
s,"""531916511183921153"""
s,"""531835524902686720"""
s,"""532038721764605953"""
o,"""531922037401350144"""
o,"""534404271098576896"""
s,"""531967548506800128"""
s,"""532027277937504256"""
o,"""532019092233125888"""
s,"""531877174215966721"""
s,"""531828867749908480"""
o,"""534265455968391168"""
o,"""531974870943666176"""
s,"""531887256626532352"""
s,"""530226235842904064"""
s,"""531857528871612416"""
o,"""534110088072400896"""
o,"""533030729266233344"""
o,"""531879916405391361"""
o,"""534464749657141248"""
o,"""531911009678540800"""
na,"""531999936473075712"""
s,"""529796828703637504"""
s,"""533457181102714881"""
s,"""532136712584306688"""
s,"""532992302965604353"""
o,"""532909997525827584"""
o,"""531857874444890112"""
o,"""532677936814383104"""
o,"""532035645070254080"""
o,"""533307302905139200"""
na,"""532557536533426176"""
na,"""531884613313249280"""
s,"""532620492989931520"""
na,"""534416735311380482"""
s,"""532262188506165251"""
na,"""532874351297560576"""
na,"""532615095377866752"""
s,"""534427903732502529"""
s,"""532193007123329024"""
o,"""532915718644563968"""
s,"""531935521866403841"""
s,"""533254265620672512"""
o,"""532026814806654976"""
s,"""532687752501161984"""
s,"""532566778116055041"""
o,"""531820794973028352"""
o,"""532238834621509633"""
o,"""532012504080453632"""
o,"""532032981960232960"""
o,"""532705177816416256"""
o,"""534210560926437376"""
o,"""533300139981434880"""
s,"""532463269798498304"""
s,"""532197995777773568"""
o,"""532213288726065152"""
o,"""532987095988449281"""
o,"""532275370612236289"""
s,"""533433965248385024"""
o,"""532579435409453057"""
s,"""532265213685673984"""
o,"""531904691077402624"""
s,"""532711920370216962"""
s,"""531899003848638464"""
o,"""532938534433599488"""
s,"""534402698544943104"""
s,"""533264482081177600"""
s,"""532376705323638784"""
s,"""532552945192435713"""
s,"""532190926752317440"""
o,"""532601553811955713"""
o,"""532014589739675648"""
s,"""533325183625744385"""
s,"""531995730123440129"""
s,"""531984407465189376"""
s,"""533630149015920640"""
o,"""531954054696423425"""
na,"""532186661279776768"""
s,"""533833231867867136"""
na,"""534201628271071232"""
o,"""532107981639647233"""
o,"""533338443045027840"""
na,"""531988133584187392"""
s,"""531136455150944256"""
na,"""532109535821844480"""
o,"""531851484288520192"""
s,"""532721080784273408"""
o,"""532264468676632576"""
o,"""533776069137272833"""
o,"""532983484491386880"""
o,"""532944001515945986"""
s,"""531894760416350208"""
s,"""532569243301462016"""
s,"""532123755662041088"""
s,"""531886128220364800"""
s,"""531957512606466048"""
s,"""532572046858125312"""
o,"""534353696453169152"""
o,"""532580892100014080"""
o,"""532209792010711041"""
s,"""532194783670702081"""
s,"""531916919851737088"""
s,"""532369276062433281"""
o,"""531998568488632321"""
s,"""531831538095108096"""
s,"""531860318436491264"""
s,"""531819622346280961"""
s,"""531868727181328385"""
s,"""532627013744750592"""
s,"""530538322264084480"""
s,"""531977426977701888"""
s,"""531823434591141888"""
o,"""532719633414238209"""
o,"""534399887136542720"""
o,"""532728398942990336"""
na,"""531869008631320576"""
o,"""531830263001534464"""
na,"""532564103563599874"""
s,"""532004152172630016"""
s,"""532948832469139456"""
s,"""532263853372235776"""
s,"""531914292887838720"""
o,"""531922167231832064"""
o,"""532764091841261568"""
s,"""531956426777034752"""
s,"""533593882999926784"""
s,"""531875159951433728"""
o,"""532400363723583488"""
s,"""532613831449518080"""
o,"""532092042008989697"""
s,"""532352652894420994"""
o,"""532026714969636865"""
s,"""531955148256313344"""
o,"""531935495560126465"""
o,"""531849574596354048"""
s,"""533821508158631936"""
o,"""531972024781242369"""
na,"""533711194264444928"""
s,"""533015952917819392"""
o,"""532591107671326722"""
s,"""531993403853393920"""
s,"""533803703099092992"""
s,"""532234450461945857"""
o,"""529785322612088833"""
s,"""531954547036786688"""
s,"""534049432203837440"""
o,"""534472185490837504"""
o,"""533375233781006337"""
s,"""531840417600253954"""
s,"""532320255717031936"""
s,"""532568996638232576"""
o,"""532599602084466688"""
s,"""530521864985407488"""
s,"""533108524465659904"""
s,"""533024814123196417"""
o,"""531961734115106816"""
s,"""531843422609756162"""
s,"""532690735074926592"""
s,"""532306011823304706"""
o,"""532632332268994560"""
o,"""534274740727189504"""
o,"""531825211570925568"""
na,"""531891976405147648"""
s,"""532892736777912320"""
o,"""532292997522530304"""
na,"""532111380745158656"""
s,"""533738577054941185"""
s,"""533719858731446272"""
s,"""533317992730611713"""
o,"""531891421507502080"""
s,"""533388455888584704"""
o,"""533288803730223104"""
s,"""532144325690654721"""
s,"""532708413495857152"""
s,"""532380294939037696"""
s,"""534350098915135488"""
na,"""531844712748302336"""
s,"""532154399766745088"""
s,"""529394167097864193"""
na,"""531854765190180864"""
o,"""533078783692386304"""
o,"""532888428762124288"""
s,"""530235579326554112"""
s,"""533097652205125634"""
na,"""532182429415780352"""
o,"""532263009776041985"""
o,"""532271324182609920"""
s,"""532230542670827520"""
s,"""532172541184319488"""
o,"""532555606058471425"""
na,"""532066889522872320"""
o,"""533031896045727744"""
s,"""531868773989765121"""
s,"""532331894881665025"""
s,"""532313661667557376"""
o,"""532076531271888896"""
s,"""532989459152011264"""
o,"""533111002033045504"""
s,"""532942297022095361"""
s,"""532238847388971008"""
o,"""532648114948018176"""
o,"""532596316845522945"""
s,"""533617151052349441"""
o,"""531903509994536961"""
s,"""531902733826416640"""
o,"""532019912701521921"""
o,"""532202619251351552"""
o,"""531920346812018689"""
o,"""533237288252473344"""
na,"""531874767079747584"""
o,"""532481281796235264"""
na,"""531946369402277891"""
s,"""534450288875143168"""
s,"""534033727362314240"""
s,"""534221045214236673"""
o,"""532143959238524929"""
s,"""532037851819827200"""
o,"""533004169943461888"""
s,"""534194108538306560"""
o,"""531868089093476352"""
o,"""533232128234754048"""
na,"""532183160722038786"""
s,"""531982405410635776"""
s,"""529502225228636162"""
s,"""531977096235855872"""
s,"""532286968969711616"""
na,"""529890550917238784"""
o,"""533426837800910848"""
na,"""532410436495241216"""
s,"""530602770773319680"""
s,"""533320605764833282"""
s,"""532244391680024578"""
na,"""531934280419508224"""
s,"""532008130004393984"""
s,"""532332900071768064"""
o,"""532000191445217280"""
s,"""531932419197132800"""
o,"""532088543435165697"""
s,"""530188478265303040"""
o,"""533455767634849792"""
o,"""532012921640218624"""
o,"""531948984621735937"""
s,"""532149859046789120"""
s,"""530432379551502336"""
s,"""531854829992153090"""
na,"""532111380619329540"""
s,"""531960301042667520"""
na,"""532497426155048960"""
s,"""532231439979655169"""
s,"""531934269606612992"""
s,"""531912754441883648"""
o,"""531904289523113984"""
s,"""531917513156997122"""
o,"""533093087049154560"""
o,"""532181881039892480"""
s,"""531847639541637120"""
o,"""533491109893115904"""
s,"""531978470512144384"""
s,"""532473625945710592"""
s,"""533191460255195136"""
o,"""532163176406990848"""
s,"""533640951453847552"""
o,"""533034919891435520"""
s,"""532021952844947457"""
s,"""533027676278108160"""
o,"""533356998570819585"""
s,"""532558147336949761"""
o,"""532279371223285760"""
o,"""532673642149478400"""
na,"""532980088007323648"""
o,"""532025776624107521"""
na,"""532463143298289664"""
o,"""532258158086193154"""
o,"""531954948104151041"""
s,"""531853825808678912"""
s,"""532375216257658880"""
s,"""532042437837852673"""
s,"""531881205906407424"""
s,"""534340740290469888"""
s,"""533467886002900992"""
o,"""533090558684581888"""
s,"""533384743136796672"""
o,"""532034794562269184"""
s,"""534482165363269632"""
o,"""533060429782990849"""
s,"""531943860029497344"""
s,"""534211431210958848"""
o,"""531922300011315201"""
s,"""533372823805231104"""
s,"""533531537627561984"""
s,"""531902253343723521"""
o,"""532330588644978689"""
s,"""532582207265980416"""
s,"""534387551394889728"""
s,"""531874252639961089"""
s,"""532235933400453120"""
s,"""532372834601807872"""
o,"""532025931532341248"""
o,"""533335082497359872"""
s,"""529785019779137537"""
s,"""532256486487887872"""
o,"""532946433109135361"""
na,"""532546842781708288"""
na,"""531894931594690560"""
na,"""532558700712828928"""
na,"""531841412422434816"""
s,"""532251272049864704"""
