class,id_text
s,"""532068808035291136"""
o,"""532546519334137856"""
na,"""534336470064967682"""
o,"""532733404576743425"""
na,"""531897107553087488"""
o,"""531940521598398465"""
s,"""531820594245816320"""
na,"""531824509637369857"""
na,"""531865840376090624"""
s,"""533647498070347777"""
s,"""532242740973936641"""
na,"""531923266802581504"""
o,"""533063429985427456"""
o,"""532668760759742464"""
s,"""533272265123954688"""
s,"""532984179169165312"""
o,"""531925020315246592"""
o,"""533090043163078656"""
o,"""534333418927325184"""
o,"""534417939546390528"""
o,"""533501893981401088"""
na,"""531861205443309569"""
o,"""531954533891862528"""
s,"""530251230036361216"""
o,"""532623139151548416"""
na,"""532522227359834112"""
o,"""532001063495553026"""
o,"""532510946431082496"""
na,"""532496808854171649"""
na,"""532439034115923968"""
s,"""531836866564481025"""
na,"""531873841531064320"""
na,"""533421763053776896"""
o,"""531988382755614720"""
s,"""532085420935241728"""
s,"""533297075501682688"""
na,"""532684483535720448"""
s,"""530096724824829952"""
o,"""533869696164974592"""
o,"""533009409400926210"""
o,"""533537620542763008"""
o,"""532949050837184513"""
o,"""532336060609867776"""
o,"""533044936787378179"""
o,"""532300056679186432"""
s,"""533482155133792256"""
s,"""534439958212513792"""
na,"""531897184271486976"""
s,"""531867143789637632"""
o,"""533084897951227905"""
na,"""531899092482678785"""
o,"""532963154817736706"""
s,"""531975903266344960"""
o,"""531921116714254336"""
s,"""529748081739587584"""
s,"""531901212082184192"""
o,"""532146283507892224"""
na,"""533389226004336640"""
na,"""533763073991925760"""
s,"""531834771177885697"""
o,"""532976619879940096"""
na,"""531911067333427200"""
s,"""531887611040657408"""
o,"""533107078253260800"""
o,"""532169906641727489"""
o,"""531934225952301056"""
o,"""531913588378583042"""
o,"""531828803996098560"""
o,"""534424212543651840"""
na,"""533278387977338880"""
o,"""533105499672428544"""
o,"""531914455794597888"""
o,"""532295136903188480"""
s,"""533403810845437952"""
o,"""532467529004756992"""
s,"""534223396377071617"""
o,"""533460026396905473"""
s,"""533784057977380864"""
o,"""532241433580015617"""
s,"""532579310625095681"""
o,"""532032006503559168"""
na,"""531855968263753728"""
s,"""532260155824816129"""
o,"""532618806330277888"""
o,"""533689485704175616"""
s,"""532328800541868033"""
s,"""533849839919202305"""
o,"""532022608351342592"""
o,"""533437453013512192"""
o,"""532524963904110592"""
o,"""532729294733443073"""
s,"""532204439487381504"""
s,"""531968126288551936"""
o,"""533237270695137280"""
s,"""532200157543419904"""
o,"""532879185426280449"""
o,"""534132889399480320"""
na,"""530714638154223616"""
o,"""534017402481434624"""
s,"""533778773590560768"""
o,"""532207382009757696"""
o,"""534198609546575872"""
na,"""532702079131734016"""
s,"""532930433269661696"""
s,"""531846464830730240"""
na,"""533023737264627712"""
s,"""534092478669148161"""
s,"""531577657495142400"""
o,"""531986371334778880"""
s,"""533822056216162304"""
o,"""531897378908164096"""
o,"""533417641180819458"""
o,"""532029100140290049"""
s,"""531898294788960257"""
s,"""530341809558667264"""
s,"""531983857630056449"""
o,"""531966840231436289"""
o,"""534410309398953985"""
o,"""532228810876653569"""
o,"""532216007306125313"""
s,"""531951751340257281"""
o,"""531983226936778752"""
s,"""534136229818671105"""
na,"""532565143117651968"""
s,"""531873582033690625"""
s,"""532008317179408384"""
na,"""531926430784167936"""
o,"""532037496238927872"""
o,"""533626821674168320"""
o,"""534152250458144768"""
s,"""532155198995582978"""
na,"""531931320382144513"""
na,"""533395982353182720"""
s,"""532295148361617408"""
s,"""532615717955567616"""
o,"""531862080484175872"""
s,"""532249225166585856"""
na,"""534055005762756609"""
o,"""531980688976015360"""
na,"""532511967471091713"""
o,"""534491659741196288"""
s,"""531863154746458112"""
na,"""531863178981150720"""
na,"""530390282295320577"""
o,"""533511949972422657"""
o,"""531995073073131520"""
s,"""532658927582720002"""
s,"""533355553481687040"""
o,"""531942469504884736"""
s,"""531910888022749184"""
o,"""532574369416241153"""
s,"""531951394505232384"""
o,"""532033959618961409"""
o,"""533242358918549504"""
s,"""534423587411988480"""
o,"""533099049897844736"""
o,"""532240733429039104"""
s,"""533055932993777664"""
s,"""531892672747679745"""
s,"""531967164916318209"""
o,"""533282432569839616"""
s,"""531665858876428288"""
o,"""532934733521776640"""
o,"""532483723242270720"""
s,"""531838719515717632"""
na,"""532933685952389120"""
na,"""531940576896114688"""
o,"""531974058330836992"""
s,"""531898396932468736"""
s,"""530685367779741696"""
na,"""532511592886198272"""
o,"""533690859016187904"""
o,"""533774233457811457"""
na,"""531974809568432128"""
o,"""532720384588910594"""
s,"""530694293053116416"""
o,"""532614358736437249"""
na,"""532745470511423488"""
o,"""531956721359814657"""
o,"""532594410295664641"""
o,"""531867635290353664"""
na,"""534434427535773696"""
o,"""533627560668962817"""
o,"""531883924255801344"""
na,"""532232688271634432"""
s,"""532225368447807491"""
o,"""532636296368246784"""
na,"""531811382954442752"""
o,"""532357775980896256"""
s,"""530123616546226176"""
s,"""531849070738817024"""
o,"""533249556067008516"""
o,"""532936984994779136"""
o,"""533335056803450881"""
s,"""532277182018908160"""
s,"""531931801351356417"""
o,"""531824796544139265"""
o,"""532752266445725696"""
o,"""533733558758555648"""
s,"""531893933903601664"""
o,"""532054633670524928"""
o,"""531909738179878912"""
s,"""533681440110964736"""
o,"""532168811152408576"""
o,"""533125556662198272"""
na,"""532403371786108928"""
o,"""532095099908263936"""
o,"""532682437675851777"""
na,"""533217676135776256"""
o,"""533380422496161792"""
o,"""533263953699540992"""
o,"""532111383563759617"""
s,"""534469659043840000"""
s,"""531894949105905664"""
na,"""530059313239179264"""
o,"""531972919107518464"""
o,"""531966126654492672"""
na,"""532070883339550722"""
s,"""532260912779231233"""
o,"""533263842089132032"""
o,"""531929973204852736"""
o,"""531903625992609792"""
na,"""531852242312523777"""
o,"""533241457315172352"""
o,"""531864775731720193"""
o,"""531989685233410048"""
o,"""531857987389108224"""
na,"""531974210844123136"""
s,"""534020645638909953"""
s,"""534197006588456960"""
s,"""531881773341634560"""
s,"""531913431691952128"""
s,"""531921249623375872"""
s,"""534111720261038080"""
s,"""532576292361625600"""
o,"""532987147461345280"""
s,"""532148673745268736"""
s,"""531850206023671808"""
na,"""533367018838573056"""
s,"""532281906516488192"""
s,"""532888357026934784"""
s,"""532241567474790401"""
na,"""530409309226553344"""
s,"""530149147127459842"""
na,"""531836721118212097"""
s,"""532926193893642240"""
o,"""532743620101947392"""
na,"""531922914178641920"""
na,"""530647424109268992"""
o,"""531988662032924672"""
o,"""531823747729477632"""
o,"""532482493816246272"""
s,"""532588514655735808"""
s,"""533402268427501568"""
o,"""531963480614514688"""
s,"""531466184613695490"""
s,"""532295079445417985"""
s,"""531869444180410368"""
na,"""532336453792305152"""
s,"""533352829046382592"""
o,"""533390460161884160"""
o,"""531954141699264512"""
s,"""531877415656906752"""
s,"""532272293159124993"""
o,"""531867222172762112"""
s,"""531851732603908096"""
o,"""532154709776535552"""
s,"""531874060326948864"""
s,"""532168911073337344"""
na,"""532151388609204224"""
na,"""531919442629124097"""
s,"""532169857002139648"""
s,"""531887314192961536"""
o,"""532173701241143296"""
s,"""533306096782680065"""
s,"""533642324073398272"""
s,"""530122227556302850"""
s,"""532010986174431232"""
o,"""534129601874636801"""
s,"""532010914287849473"""
s,"""533828087151337472"""
s,"""531881372307050496"""
s,"""532654400393990147"""
o,"""531872330411429889"""
o,"""532180023273193472"""
o,"""532017715989729280"""
o,"""533452051741560832"""
s,"""531830750472323072"""
o,"""531633289451552768"""
s,"""532978431366266881"""
s,"""531962356289388545"""
s,"""531937173994733568"""
o,"""532665146809024512"""
s,"""531921163572609024"""
o,"""531881566075912192"""
o,"""531999906148651008"""
o,"""533361326362738688"""
o,"""532161302446493696"""
s,"""531852042567184385"""
s,"""532318574702899200"""
s,"""531967151809130497"""
o,"""532168776515862528"""
s,"""531917520660611072"""
s,"""533108475677904896"""
s,"""532019874793783296"""
o,"""532606365416435712"""
s,"""532194673528287232"""
o,"""532246865883168768"""
o,"""532671376436367360"""
o,"""533257052970160128"""
s,"""533253210505752577"""
s,"""532264781177442305"""
s,"""533371963553501184"""
o,"""532216668895051776"""
o,"""532047326807080960"""
s,"""533683772697214978"""
o,"""531971150361153536"""
s,"""532044917254537216"""
o,"""532109560492720128"""
na,"""531883333673029632"""
na,"""533220162049429504"""
o,"""533242160368594944"""
na,"""531536976101769216"""
s,"""530446262383161344"""
o,"""530444959833686018"""
s,"""531832730334822400"""
s,"""532302985406464001"""
o,"""533799878237769728"""
s,"""533099508788629506"""
na,"""532417961920069632"""
s,"""532339611528597505"""
na,"""531834327684759552"""
o,"""532476381808951297"""
s,"""532553441348820992"""
na,"""531956133800321024"""
s,"""531954242387320832"""
s,"""530728452564213761"""
o,"""531849454199271424"""
o,"""532237525205544960"""
o,"""531859766599905280"""
o,"""531854253933879296"""
o,"""532028895781195777"""
s,"""532044700552011776"""
o,"""532019209182928897"""
na,"""531891961737666560"""
o,"""532244707544670209"""
na,"""532240058355830784"""
o,"""532884473105612800"""
s,"""531987538731622400"""
s,"""533051407776362496"""
na,"""531878592788299776"""
o,"""531980335190663168"""
na,"""532279844441444352"""
s,"""532331953790263296"""
na,"""531985878952849408"""
o,"""533207833899069441"""
s,"""531946589598658560"""
o,"""532216930426290176"""
o,"""531879211758141441"""
s,"""530791882063106048"""
o,"""533371502649823233"""
na,"""530058130714267648"""
o,"""532007992108253184"""
o,"""532215111880953856"""
o,"""533698287421751296"""
s,"""532182274289446913"""
o,"""532010887587332096"""
s,"""531858996698046464"""
o,"""531847646605238272"""
s,"""532883388957720576"""
s,"""531841901310517248"""
s,"""532086806896848896"""
o,"""532269910597332992"""
s,"""532229306924036097"""
s,"""534428216073920515"""
o,"""533435286467129344"""
s,"""532557786400292865"""
o,"""532686605102751744"""
o,"""531850005628219392"""
s,"""531986644979961858"""
s,"""532041002971037696"""
s,"""530432187217502208"""
o,"""531987172862480384"""
s,"""532321809379500033"""
o,"""534223156462903296"""
o,"""533314997997543425"""
na,"""534261251786813441"""
o,"""532608846809038851"""
na,"""533703617556275200"""
s,"""532317689142718464"""
s,"""534436343368404992"""
s,"""532015523614031872"""
o,"""531969316241952768"""
o,"""534452902300246017"""
o,"""532910821517824000"""
s,"""533168825399656448"""
o,"""532008713453043712"""
o,"""534417036882243584"""
na,"""531830555180953600"""
s,"""531869426396958721"""
s,"""532266819999248384"""
s,"""531998716681797632"""
o,"""532301733154656256"""
o,"""533396294015156225"""
s,"""530767611617742848"""
na,"""531848909765607424"""
o,"""531918900565667840"""
na,"""532161107931054080"""
s,"""531874511743098881"""
s,"""532220278462750721"""
s,"""531940950030172160"""
na,"""532633019375312896"""
s,"""531959423917654016"""
s,"""531893785106477056"""
o,"""534087912884027392"""
o,"""531980336595365888"""
na,"""532556168611512320"""
o,"""533618463227396097"""
na,"""529861896917495808"""
na,"""534333025937793024"""
o,"""533457707353636864"""
na,"""532000779776040960"""
o,"""532937042531848192"""
s,"""532069394210623489"""
na,"""531927193505771520"""
o,"""532977294860906496"""
s,"""533559107693735936"""
s,"""532673446824910849"""
o,"""532021826642530304"""
o,"""533499238840160256"""
na,"""532048492504424448"""
o,"""532311158342955008"""
o,"""532163408125501440"""
na,"""532230459195785216"""
s,"""532012459444273152"""
s,"""532578354571247616"""
na,"""529385175390908416"""
na,"""531931506953162754"""
s,"""533445872710074368"""
o,"""532046651788378112"""
s,"""531905617532055553"""
o,"""531855578214449152"""
na,"""532186762601594882"""
o,"""532622930916958208"""
o,"""531951432187256832"""
o,"""531913394425987072"""
s,"""533442239679037440"""
o,"""531997118483820544"""
s,"""532163190839590912"""
na,"""531904441818300416"""
o,"""531883112343412736"""
s,"""534208482564509696"""
na,"""533588072286662656"""
o,"""532666495923286016"""
na,"""533482569623683072"""
s,"""531823406002733056"""
na,"""531959458826817536"""
o,"""532777923392974848"""
s,"""531878685901848577"""
s,"""531885121432219648"""
o,"""533298379435282433"""
o,"""532905156258828290"""
o,"""533445699766349824"""
s,"""531839218465923072"""
s,"""531992640602923008"""
o,"""532244751492583424"""
na,"""529584597625868290"""
o,"""532938119491096578"""
o,"""532884034511466496"""
na,"""531871953330520066"""
o,"""532680868402581506"""
o,"""534187772752306177"""
s,"""531868850896506880"""
o,"""531928044991414272"""
s,"""532885612505104384"""
s,"""531949859633258497"""
o,"""533510749226668032"""
o,"""531956914624937985"""
s,"""531372685759369216"""
s,"""531975046294945792"""
o,"""532961344547745792"""
s,"""531987707845967872"""
s,"""532169085996396545"""
o,"""531960323772010497"""
s,"""533401413892575232"""
o,"""533356569162174464"""
s,"""531975746143911936"""
s,"""532905612276142080"""
na,"""533672401612324865"""
s,"""531994755237179393"""
s,"""530002524502519808"""
s,"""532008460347768832"""
s,"""531996284664958976"""
s,"""531887714384105472"""
na,"""534479054427422720"""
o,"""533031787396874242"""
s,"""532368989398503424"""
s,"""531922607092662272"""
na,"""531936134771662848"""
s,"""531950729901379585"""
na,"""532509913017098240"""
s,"""531856746424565761"""
o,"""533753657976561664"""
na,"""532550874997215232"""
s,"""532215088791289856"""
s,"""531936018090323968"""
na,"""532067827855785984"""
s,"""531968465960452097"""
o,"""534382773654413312"""
na,"""532663775284195328"""
s,"""531855618055745536"""
na,"""531858092909010944"""
na,"""532199493781823488"""
s,"""534132064526663680"""
s,"""532036938799132672"""
o,"""532956185473716224"""
s,"""532046360137437185"""
o,"""533378636624429056"""
s,"""531842008147853315"""
o,"""531944173864112128"""
o,"""533067464142508032"""
s,"""532926469807566848"""
o,"""531888240832176128"""
s,"""531840199220019200"""
o,"""533061266211102721"""
s,"""532124807349805056"""
o,"""531873548030447617"""
na,"""532165425841590273"""
s,"""531882197205393408"""
o,"""533369292088426496"""
s,"""532548297123041281"""
s,"""529992364065292289"""
s,"""530865079324258306"""
o,"""532183268188504064"""
s,"""532400181430718464"""
s,"""532462634663018496"""
na,"""531918092331659265"""
o,"""532686669007577090"""
o,"""533057303780802560"""
s,"""532917385549082624"""
s,"""531988709856407552"""
s,"""532250536700289024"""
o,"""531984305686208512"""
s,"""531832312837963776"""
s,"""533324659509301248"""
s,"""531942852935180289"""
s,"""531983192237281280"""
s,"""530869529229139968"""
o,"""533292432088375297"""
s,"""532121377705177089"""
o,"""531942169926324224"""
na,"""532158109486415873"""
s,"""531939555386347521"""
s,"""531896476528803840"""
o,"""532956544108068864"""
s,"""531875902016487424"""
o,"""534448450645934080"""
s,"""533258548822556674"""
o,"""533356886519996416"""
o,"""532155019353939968"""
s,"""534484208299679745"""
s,"""531928487129788416"""
o,"""534365367783927809"""
na,"""531883315200925696"""
o,"""533729882103365633"""
na,"""532677759819337728"""
na,"""531918305326428160"""
na,"""532530632468201472"""
s,"""532605514283503616"""
o,"""532928578925916160"""
na,"""532564365954646017"""
o,"""533456609372930048"""
o,"""531900729532096512"""
s,"""532068742260219904"""
o,"""533272640468037632"""
s,"""532230057343737856"""
s,"""532575166514339840"""
o,"""531987683237965824"""
s,"""532037342295764993"""
s,"""532708865054240768"""
o,"""531861290130866176"""
na,"""533278996222316545"""
o,"""532639917415735298"""
o,"""532026844993040384"""
o,"""534407579947266048"""
s,"""532299743263608832"""
o,"""532292199937892353"""
o,"""531983235887427585"""
s,"""533655787134910464"""
na,"""533001519201673216"""
o,"""532011697951629312"""
s,"""533372920169779200"""
o,"""531852191745572864"""
o,"""532221525332865024"""
o,"""532558268531769345"""
o,"""532129107010945024"""
o,"""532203384234053632"""
na,"""532423937209036800"""
na,"""531843908989640704"""
o,"""534161782760144897"""
o,"""531954227287830528"""
o,"""534368700930215937"""
s,"""531858295842029570"""
na,"""532412451179225088"""
na,"""532617182715211777"""
s,"""530472256498327552"""
o,"""531879849632083969"""
s,"""531849663524405248"""
s,"""531877936727851008"""
na,"""531869811270090752"""
o,"""534403623380582400"""
o,"""532711952729243648"""
o,"""532343157489287168"""
o,"""533384356954255360"""
s,"""531946387823685633"""
o,"""533227618171367424"""
s,"""532943619414839298"""
na,"""533717783754723328"""
s,"""531993652298788865"""
s,"""532026305370673152"""
o,"""533335361154740224"""
s,"""532105280507899904"""
s,"""533229439275249665"""
s,"""533160572322611200"""
o,"""532442759706460160"""
na,"""533332021222051840"""
o,"""532271082632654849"""
o,"""533007827288485888"""
s,"""532065188241883136"""
o,"""532308274289598464"""
o,"""533398676366839809"""
na,"""530590167825137666"""
o,"""531897948079009792"""
o,"""531898190757625856"""
na,"""532295522611380224"""
o,"""531957506437021696"""
s,"""531945931814359040"""
s,"""531925880730574848"""
o,"""533335656656011264"""
s,"""533678304453083137"""
s,"""531870802723885056"""
o,"""531935471195000833"""
s,"""531950628432801792"""
s,"""531907957064491009"""
s,"""532003951118659584"""
o,"""534224573038751744"""
s,"""532277634873704449"""
na,"""529591619683508224"""
s,"""531845938512687104"""
s,"""531886662956376065"""
o,"""532170534650662912"""
o,"""534399413473406976"""
na,"""533270155309363201"""
na,"""532345584326553603"""
o,"""533320910133293056"""
o,"""532376678958653440"""
o,"""531861324478046209"""
o,"""531900221060820992"""
s,"""532015259230679040"""
s,"""533781896640348160"""
na,"""531846365190430720"""
s,"""531873018931204096"""
o,"""532002240392089601"""
s,"""530752647478140928"""
o,"""534494374348853248"""
na,"""531844750584717312"""
o,"""532924422186074112"""
o,"""532455224561004544"""
o,"""533419721501462528"""
o,"""533771617407479808"""
s,"""531995522216001536"""
s,"""531957786268020736"""
s,"""531993237351714816"""
s,"""532233793495891968"""
o,"""531965491511066625"""
s,"""533621724517253120"""
o,"""534466333669199872"""
s,"""531841808587051009"""
o,"""529763129048461312"""
s,"""531864422927851522"""
o,"""532936305513365505"""
o,"""532548177031745536"""
o,"""534418354308927488"""
o,"""531857336323670016"""
o,"""531957604776681472"""
s,"""531269065739079680"""
o,"""531870927588687872"""
o,"""531966283978260480"""
o,"""532579966731698176"""
s,"""531834112697319424"""
s,"""530434192417759232"""
o,"""531889468056539136"""
o,"""532654181484883970"""
s,"""531873805635821569"""
na,"""530260165497733120"""
s,"""532632173577519104"""
o,"""532939533382610944"""
s,"""530944451343294464"""
o,"""532588781913014272"""
na,"""532169030912593920"""
s,"""531940038318514176"""
s,"""531918310292467712"""
na,"""531926526955380738"""
s,"""531850504109064192"""
o,"""533000483846496257"""
s,"""534030141974794242"""
na,"""534064600929431552"""
o,"""532936866715430912"""
s,"""532226229731352576"""
o,"""531966922515304448"""
o,"""532950910717415424"""
na,"""534147491231301632"""
o,"""531984796902109184"""
na,"""534333039979921408"""
na,"""534455369276211200"""
o,"""533091891186003968"""
na,"""532260372833898496"""
o,"""532035301188067328"""
s,"""532018616599085056"""
s,"""533285581246054400"""
o,"""532180563038195712"""
o,"""533226996478656512"""
o,"""532522892626366464"""
o,"""532714539792748545"""
s,"""530499244994875392"""
na,"""531868589276807168"""
s,"""534191459180638209"""
na,"""531819020115542016"""
o,"""532760185652408320"""
s,"""533380137073770496"""
o,"""533055663459422209"""
o,"""531994914301947905"""
o,"""533615792391475200"""
o,"""532451557930172416"""
na,"""531888621306281984"""
na,"""533334023649902592"""
o,"""532188602810109952"""
na,"""531890125283012608"""
o,"""532572705141174272"""
o,"""532209267047399424"""
na,"""533523751468814336"""
na,"""531850579468111872"""
o,"""533327777932378112"""
na,"""530590900121272320"""
s,"""532026702684516352"""
o,"""532083336508755968"""
na,"""532546783918833665"""
na,"""532536601222840321"""
o,"""532172971889410048"""
s,"""531927823305302016"""
o,"""532196197012762625"""
s,"""531879132099928065"""
o,"""531925992500371456"""
o,"""531882200774746114"""
na,"""531859276147347456"""
na,"""533412054313754624"""
s,"""531939817827749888"""
o,"""532114401734582272"""
na,"""531855881361580032"""
s,"""532549767508000768"""
s,"""531845939430821888"""
s,"""531891628827754496"""
s,"""532264082112798721"""
s,"""531916093317586944"""
o,"""531861127656144896"""
na,"""529085717276655616"""
o,"""532168829708034049"""
o,"""533335186881413120"""
s,"""531911727714410497"""
s,"""533635099859111936"""
o,"""532025868067958785"""
s,"""532154764478672897"""
s,"""531952748653469696"""
o,"""531989164112093184"""
o,"""534402868238110720"""
s,"""531878629903699968"""
o,"""534033881867902976"""
s,"""532257623027220480"""
na,"""532131378817941504"""
o,"""531913833460551680"""
s,"""531846872390836224"""
na,"""531083921216507904"""
s,"""532231493028835329"""
s,"""532264025695203329"""
s,"""531858933473083393"""
o,"""532750223786143744"""
s,"""532914596743753728"""
o,"""533317559345758210"""
s,"""533775819672662016"""
s,"""530363528583327746"""
s,"""533280133600526337"""
na,"""532650657744814080"""
o,"""533144712580853761"""
s,"""531886334986952704"""
o,"""534044467930468352"""
na,"""532549760163381248"""
o,"""532590691806117888"""
o,"""531826856128159744"""
s,"""532796529291972608"""
o,"""532135211354816512"""
s,"""533203997910249474"""
s,"""532121545498714112"""
na,"""532578680313507840"""
o,"""531988834003582977"""
s,"""531997747076153344"""
na,"""531825429481406464"""
na,"""530276637061812224"""
o,"""532378778333614080"""
o,"""533338442776596480"""
s,"""532390136450150400"""
s,"""532392290589749248"""
o,"""532970766162477056"""
o,"""531862953101111296"""
s,"""534017386181967872"""
na,"""534310713322258432"""
s,"""531922960731209728"""
s,"""531843312043712512"""
s,"""531851411554717696"""
s,"""532546434286235649"""
o,"""532322214167998464"""
na,"""533963602685071360"""
s,"""531915901604728833"""
o,"""531850846448136192"""
o,"""532323009285992448"""
s,"""534391287084875776"""
s,"""532610350600822786"""
o,"""532203180449595393"""
o,"""532603009168343040"""
o,"""531881236948852736"""
o,"""532006816742268928"""
s,"""531960498258849793"""
na,"""532334196480815104"""
s,"""532037611817152512"""
s,"""531904139492868096"""
o,"""532053341850050560"""
s,"""531866262796660736"""
s,"""533282128494989312"""
o,"""533676079328657409"""
s,"""532325234989211648"""
s,"""531900293999759360"""
o,"""532715075329466368"""
o,"""533324153395634176"""
s,"""531858725888614401"""
s,"""532272197696757762"""
s,"""531891465828728832"""
na,"""533266014222290945"""
na,"""531970861667205120"""
na,"""532048844482424832"""
na,"""532007489525805056"""
o,"""533713121140297730"""
o,"""534394305180606464"""
na,"""530075570814849024"""
o,"""531837198362869760"""
s,"""531888218489106432"""
s,"""533833134794870784"""
s,"""532976386353287169"""
s,"""531957074172076032"""
o,"""532862239125295104"""
s,"""531954276168265728"""
s,"""532036539673354240"""
o,"""532072460368490496"""
o,"""532550858118938624"""
o,"""532557042276253696"""
o,"""532006648341364736"""
o,"""532949307994177536"""
na,"""532557480320958464"""
o,"""532630354922704896"""
o,"""532316316040835072"""
s,"""531870901202337792"""
o,"""533341298166480896"""
o,"""532877968172138497"""
o,"""531843499943944192"""
na,"""533027033572319232"""
s,"""533625485709033472"""
o,"""533011180907159552"""
o,"""533388395926802433"""
o,"""532733694151520257"""
o,"""532721925894598656"""
o,"""533335706035568640"""
o,"""531952892953894913"""
na,"""533411109156700160"""
o,"""534401818738954240"""
o,"""531869555191074816"""
o,"""532202604039004160"""
s,"""532051918218997760"""
na,"""532905508228067328"""
na,"""529395388214968321"""
o,"""532379665021677568"""
s,"""531955855529238528"""
s,"""534398580065591297"""
na,"""532863799037276160"""
o,"""533384867103649792"""
s,"""531928615068655616"""
na,"""532604173615771648"""
s,"""533037217254748160"""
o,"""532579099294707712"""
na,"""532226786437136385"""
o,"""532061942694043648"""
na,"""532443721464557569"""
s,"""530772847237791744"""
